review_id,user_id,product_id,rating,review_text,review_date
394,167,94,5,"Amazing quality, highly recommended.",2025-05-22 07:01:05
395,41,392,2,Delivery was late and product was okay at best.,2026-01-21 03:06:00
396,275,364,4,"Good product, does the job well.",2025-05-18 19:27:46
397,404,84,3,Does the job but packaging could be better.,2025-07-12 22:58:32
398,496,488,3,"Average product, works fine for daily use.",2026-01-17 17:39:52
399,339,158,4,"Good product, does the job well.",2025-09-11 02:26:59
400,190,379,2,"Not very satisfied, quality could be better.",2025-03-20 00:44:06
401,140,452,4,"Nice quality, minor improvements possible.",2025-03-18 03:36:20
402,186,24,1,"Item arrived damaged, bad experience.",2025-06-20 13:21:09
403,310,321,4,Solid value for money.,2026-07-22 19:46:02
404,323,125,2,"Not very satisfied, quality could be better.",2026-06-29 07:45:26
405,357,341,2,"Not very satisfied, quality could be better.",2026-07-07 12:58:53
406,339,146,5,"Excellent product, totally worth the price!",2025-12-31 15:36:42
407,261,249,4,Solid value for money.,2025-10-30 00:58:20
408,274,536,2,"Not very satisfied, quality could be better.",2025-05-14 15:05:13
409,10,326,2,"Below expectations, had some issues.",2026-06-20 11:20:03
410,478,357,5,"Excellent product, totally worth the price!",2025-06-24 20:40:33
411,266,495,5,"Excellent product, totally worth the price!",2025-06-08 00:46:27
412,347,73,4,"Happy with the purchase, works as described.",2026-07-09 10:42:17
413,72,205,3,"Okay quality, expected a bit more.",2025-08-10 04:43:08
414,163,506,3,"Average product, works fine for daily use.",2025-11-30 22:57:34
415,10,25,3,Decent but nothing extraordinary.,2025-06-28 01:31:31
416,75,36,2,Delivery was late and product was okay at best.,2025-07-20 00:40:14
417,280,213,3,Does the job but packaging could be better.,2025-10-04 15:19:09
418,126,255,3,Does the job but packaging could be better.,2025-06-15 00:56:22
419,79,311,2,Delivery was late and product was okay at best.,2025-11-12 12:39:12
420,202,525,5,"Best purchase this year, works flawlessly.",2026-06-20 05:30:08
421,441,221,4,Solid value for money.,2025-08-28 09:29:12
422,387,525,3,Decent but nothing extraordinary.,2026-05-09 20:19:06
423,150,174,5,"Amazing quality, highly recommended.",2025-10-28 12:18:29
424,367,89,3,Decent but nothing extraordinary.,2025-04-28 03:51:16
425,400,61,5,"Excellent product, totally worth the price!",2026-07-19 05:32:21
426,155,32,5,"Excellent product, totally worth the price!",2025-08-19 01:33:40
427,143,270,3,"Okay quality, expected a bit more.",2026-03-24 20:28:52
428,322,561,4,"Happy with the purchase, works as described.",2025-03-31 15:46:48
429,126,504,4,Solid value for money.,2025-03-24 17:57:07
430,79,302,2,Delivery was late and product was okay at best.,2025-11-14 12:39:12
431,116,337,5,"Exceeded my expectations, will buy again.",2025-06-09 09:41:31
432,496,1,5,"Amazing quality, highly recommended.",2026-01-12 17:39:52
433,436,482,3,"Average product, works fine for daily use.",2026-04-25 16:04:54
434,183,497,2,"Below expectations, had some issues.",2026-04-05 10:09:47
435,263,33,5,"Excellent product, totally worth the price!",2025-08-18 13:27:18
436,72,309,4,"Happy with the purchase, works as described.",2025-08-10 04:43:08
437,387,595,4,"Nice quality, minor improvements possible.",2026-05-05 20:19:06
438,18,310,4,Solid value for money.,2025-07-19 01:52:13
439,391,452,2,"Not very satisfied, quality could be better.",2026-06-25 03:20:13
440,143,592,2,"Below expectations, had some issues.",2025-06-02 12:50:28
441,52,396,5,"Exceeded my expectations, will buy again.",2025-10-30 07:42:10
442,456,371,5,"Best purchase this year, works flawlessly.",2026-07-16 15:26:30
443,327,47,3,"Okay quality, expected a bit more.",2025-02-02 22:00:40
444,496,319,5,"Exceeded my expectations, will buy again.",2026-01-24 17:39:52
445,435,472,5,"Best purchase this year, works flawlessly.",2025-03-12 15:49:00
446,18,177,5,"Exceeded my expectations, will buy again.",2025-07-21 01:52:13
447,233,36,3,"Okay quality, expected a bit more.",2025-10-02 01:16:09
448,274,429,5,"Best purchase this year, works flawlessly.",2025-03-05 00:41:53
449,307,491,5,"Best purchase this year, works flawlessly.",2025-10-15 13:28:25
450,379,144,3,"Average product, works fine for daily use.",2025-09-13 12:18:18
451,121,22,5,"Excellent product, totally worth the price!",2026-06-12 19:09:53
452,129,495,4,"Good product, does the job well.",2026-05-13 02:03:13
453,422,244,5,"Excellent product, totally worth the price!",2026-04-15 21:22:50
454,254,230,4,"Happy with the purchase, works as described.",2025-11-06 03:57:38
455,379,287,4,"Happy with the purchase, works as described.",2025-09-05 12:18:18
456,254,231,2,"Below expectations, had some issues.",2025-11-10 14:21:28
457,260,148,3,Decent but nothing extraordinary.,2025-11-28 06:59:33
458,116,474,4,"Nice quality, minor improvements possible.",2025-06-18 09:41:31
459,326,230,3,"Okay quality, expected a bit more.",2026-01-28 03:36:48
460,235,440,2,"Not very satisfied, quality could be better.",2025-04-16 10:09:19
461,272,70,4,"Good product, does the job well.",2026-07-08 14:31:08
462,389,82,5,"Best purchase this year, works flawlessly.",2025-09-10 21:21:20
463,5,409,1,"Item arrived damaged, bad experience.",2025-04-16 18:53:49
464,44,205,5,"Excellent product, totally worth the price!",2025-04-21 03:45:33
465,313,512,2,"Below expectations, had some issues.",2025-03-28 00:24:37
466,495,208,1,Very disappointed with this product.,2025-04-15 14:18:05
467,177,312,3,"Average product, works fine for daily use.",2025-07-05 05:02:05
468,275,399,1,"Poor quality, would not recommend.",2025-05-31 19:27:46
469,90,508,3,Decent but nothing extraordinary.,2025-11-02 02:19:31
470,65,136,3,"Okay quality, expected a bit more.",2025-12-19 02:14:57
471,326,148,5,"Exceeded my expectations, will buy again.",2026-01-29 03:36:48
472,408,352,5,"Excellent product, totally worth the price!",2025-07-15 20:03:00
473,44,93,4,Solid value for money.,2025-01-27 17:35:45
474,499,528,4,"Happy with the purchase, works as described.",2025-06-12 12:35:58
475,255,30,4,"Nice quality, minor improvements possible.",2025-09-13 17:27:42
476,452,171,5,"Best purchase this year, works flawlessly.",2025-06-11 17:52:18
477,379,200,4,"Happy with the purchase, works as described.",2025-10-10 13:24:56
478,166,298,5,"Excellent product, totally worth the price!",2026-04-09 22:11:14
479,339,279,2,"Not very satisfied, quality could be better.",2025-09-06 02:26:59
480,424,399,4,Solid value for money.,2026-04-26 15:30:51
481,356,580,2,"Not very satisfied, quality could be better.",2026-04-28 20:22:46
482,231,560,3,"Okay quality, expected a bit more.",2026-01-28 04:12:53
483,154,583,5,"Excellent product, totally worth the price!",2025-09-03 00:04:34
484,280,195,4,"Happy with the purchase, works as described.",2025-10-05 15:19:09
485,44,366,4,"Good product, does the job well.",2025-01-21 17:35:45
486,366,169,4,"Nice quality, minor improvements possible.",2026-07-16 07:29:11
487,184,65,3,"Okay quality, expected a bit more.",2025-10-24 22:44:18
488,271,599,4,"Good product, does the job well.",2025-08-01 01:20:35
489,79,334,4,"Nice quality, minor improvements possible.",2025-11-29 08:10:58
490,317,179,3,"Average product, works fine for daily use.",2025-05-26 07:41:24
491,318,128,5,"Amazing quality, highly recommended.",2025-03-30 07:25:55
492,388,519,4,"Happy with the purchase, works as described.",2025-05-25 03:47:41
493,185,87,2,Delivery was late and product was okay at best.,2025-03-07 17:23:04
494,255,538,4,"Nice quality, minor improvements possible.",2026-07-10 20:50:07
495,174,245,4,"Happy with the purchase, works as described.",2025-10-21 20:47:01
496,216,410,4,"Good product, does the job well.",2026-03-23 07:02:54
497,231,501,3,Decent but nothing extraordinary.,2026-02-07 04:12:53
498,384,565,1,Very disappointed with this product.,2026-06-20 04:18:11
499,188,86,5,"Best purchase this year, works flawlessly.",2026-05-25 03:58:57
500,235,299,5,"Exceeded my expectations, will buy again.",2025-04-15 10:09:19
501,391,179,4,"Good product, does the job well.",2026-05-01 02:36:00
502,116,507,2,"Below expectations, had some issues.",2025-04-06 19:07:10
503,375,225,1,"Item arrived damaged, bad experience.",2026-03-21 23:51:43
504,339,148,2,Delivery was late and product was okay at best.,2025-12-24 15:36:42
505,164,487,3,"Okay quality, expected a bit more.",2026-01-28 03:06:11
506,476,68,4,Solid value for money.,2026-03-28 15:05:44
507,407,242,5,"Best purchase this year, works flawlessly.",2026-03-22 18:30:40
508,68,88,5,"Best purchase this year, works flawlessly.",2025-08-19 00:37:46
509,237,570,5,"Exceeded my expectations, will buy again.",2025-12-30 16:30:12
510,322,317,4,"Nice quality, minor improvements possible.",2025-04-07 15:46:48
511,375,130,3,"Okay quality, expected a bit more.",2025-08-23 11:18:31
512,474,316,5,"Best purchase this year, works flawlessly.",2025-11-25 12:48:12
513,411,505,2,"Not very satisfied, quality could be better.",2025-11-24 15:05:24
514,252,510,4,"Good product, does the job well.",2025-09-30 17:27:52
515,120,454,3,Does the job but packaging could be better.,2025-10-19 07:22:42
516,44,558,5,"Amazing quality, highly recommended.",2026-02-13 03:17:18
517,256,98,4,Solid value for money.,2026-03-12 11:08:53
518,300,167,2,"Below expectations, had some issues.",2026-07-23 07:42:00
519,51,75,3,Does the job but packaging could be better.,2025-06-16 05:47:57
520,64,336,3,Does the job but packaging could be better.,2025-06-30 20:58:10
521,280,486,5,"Amazing quality, highly recommended.",2025-10-11 15:19:09
522,166,145,5,"Excellent product, totally worth the price!",2026-03-30 22:11:14
523,274,552,4,"Nice quality, minor improvements possible.",2025-05-03 15:05:13
524,32,550,4,"Good product, does the job well.",2025-07-12 18:30:54
525,261,191,4,"Good product, does the job well.",2025-10-18 00:58:20
526,62,26,1,"Item arrived damaged, bad experience.",2026-06-03 11:52:41
527,302,234,4,"Nice quality, minor improvements possible.",2025-03-07 12:36:26
528,468,124,3,"Average product, works fine for daily use.",2025-06-04 12:21:32
529,458,583,5,"Best purchase this year, works flawlessly.",2025-10-26 06:28:00
530,191,327,5,"Excellent product, totally worth the price!",2025-05-21 15:44:07
531,408,511,3,"Okay quality, expected a bit more.",2026-04-08 03:21:11
532,133,518,3,"Okay quality, expected a bit more.",2025-09-24 01:53:28
533,255,494,2,Delivery was late and product was okay at best.,2025-09-07 01:32:22
534,277,103,3,"Average product, works fine for daily use.",2026-04-23 20:59:16
535,146,387,1,"Item arrived damaged, bad experience.",2026-04-08 21:07:37
536,411,547,4,"Nice quality, minor improvements possible.",2025-11-22 15:05:24
537,159,366,5,"Best purchase this year, works flawlessly.",2025-07-16 05:26:28
538,393,75,5,"Excellent product, totally worth the price!",2025-09-01 01:08:09
539,391,367,2,"Below expectations, had some issues.",2026-06-28 03:20:13
540,269,191,5,"Amazing quality, highly recommended.",2026-06-14 09:09:33
541,373,436,3,Decent but nothing extraordinary.,2025-09-18 22:29:15
542,108,349,5,"Excellent product, totally worth the price!",2025-07-21 12:54:57
543,243,308,4,"Nice quality, minor improvements possible.",2026-02-13 20:52:45
544,286,177,4,"Nice quality, minor improvements possible.",2025-11-20 17:09:47
545,485,534,3,Decent but nothing extraordinary.,2025-09-26 07:13:22
546,110,346,2,Delivery was late and product was okay at best.,2026-05-14 14:06:20
547,440,569,5,"Amazing quality, highly recommended.",2026-01-01 01:51:39
548,85,154,5,"Excellent product, totally worth the price!",2025-01-27 15:04:48
549,421,80,5,"Excellent product, totally worth the price!",2025-09-19 17:23:02
550,482,186,4,"Happy with the purchase, works as described.",2026-05-16 20:58:28
551,393,339,4,"Nice quality, minor improvements possible.",2025-08-16 01:08:09
552,309,463,3,Decent but nothing extraordinary.,2026-03-15 03:38:52
553,167,484,4,Solid value for money.,2026-06-22 13:56:53
554,454,144,3,Decent but nothing extraordinary.,2026-02-05 14:54:31
555,6,364,2,Delivery was late and product was okay at best.,2025-02-10 11:21:47
556,458,74,4,"Good product, does the job well.",2025-04-11 17:33:13
557,171,101,5,"Best purchase this year, works flawlessly.",2025-12-28 19:11:06
558,450,502,4,Solid value for money.,2025-07-17 02:48:18
559,381,119,5,"Amazing quality, highly recommended.",2025-11-08 10:28:51
560,468,132,5,"Excellent product, totally worth the price!",2026-06-27 04:33:57
561,327,384,4,Solid value for money.,2025-07-03 19:09:23
562,8,117,1,Very disappointed with this product.,2026-01-16 06:01:28
563,166,310,4,"Nice quality, minor improvements possible.",2025-02-24 12:52:37
564,443,204,5,"Best purchase this year, works flawlessly.",2026-07-29 10:45:45
565,218,107,1,"Poor quality, would not recommend.",2026-06-24 06:52:38
566,389,141,4,Solid value for money.,2025-09-15 21:21:20
567,474,502,5,"Exceeded my expectations, will buy again.",2025-11-26 12:48:12
568,90,283,3,Does the job but packaging could be better.,2026-06-29 10:42:52
569,51,209,5,"Amazing quality, highly recommended.",2025-06-18 05:47:57
570,300,291,5,"Excellent product, totally worth the price!",2025-02-25 02:26:42
571,140,337,4,"Nice quality, minor improvements possible.",2026-06-21 09:44:18
572,479,531,2,"Not very satisfied, quality could be better.",2025-04-09 17:04:12
573,454,429,4,"Good product, does the job well.",2026-02-14 14:54:31
574,369,275,5,"Best purchase this year, works flawlessly.",2025-09-07 15:58:31
575,44,67,5,"Amazing quality, highly recommended.",2025-04-24 03:45:33
576,90,428,5,"Amazing quality, highly recommended.",2026-07-03 10:42:52
577,82,499,4,"Good product, does the job well.",2026-03-26 16:13:40
578,250,465,5,"Amazing quality, highly recommended.",2025-03-12 04:32:19
579,317,163,2,"Not very satisfied, quality could be better.",2025-03-08 11:35:44
580,317,597,4,Solid value for money.,2026-03-25 01:05:21
581,411,546,2,"Below expectations, had some issues.",2025-11-17 15:05:24
582,466,276,2,Delivery was late and product was okay at best.,2025-03-31 11:40:19
583,388,329,4,Solid value for money.,2026-06-14 14:05:21
584,381,228,5,"Best purchase this year, works flawlessly.",2025-05-01 09:35:28
585,32,476,3,Does the job but packaging could be better.,2025-07-16 18:30:54
586,166,43,2,Delivery was late and product was okay at best.,2025-10-03 10:43:47
587,110,164,5,"Exceeded my expectations, will buy again.",2026-02-20 10:15:00
588,386,110,5,"Best purchase this year, works flawlessly.",2026-02-07 21:37:17
589,159,202,3,"Average product, works fine for daily use.",2025-07-24 05:26:28
590,292,159,3,"Okay quality, expected a bit more.",2025-10-07 12:44:45
591,65,75,4,"Nice quality, minor improvements possible.",2025-12-26 02:14:57
592,307,42,4,Solid value for money.,2025-10-27 13:28:25
593,163,49,4,"Nice quality, minor improvements possible.",2025-11-22 22:57:34
594,160,285,4,"Happy with the purchase, works as described.",2026-03-05 04:41:41
595,295,9,1,"Item arrived damaged, bad experience.",2025-02-04 22:26:46
596,15,67,4,"Good product, does the job well.",2025-08-29 04:43:06
597,406,485,2,"Below expectations, had some issues.",2025-11-17 18:55:05
598,283,87,5,"Exceeded my expectations, will buy again.",2026-01-30 16:27:34
599,466,29,4,"Happy with the purchase, works as described.",2025-08-10 21:57:53
600,392,327,3,Does the job but packaging could be better.,2025-01-29 07:40:35
601,302,434,5,"Excellent product, totally worth the price!",2026-02-20 01:50:09
602,263,582,2,Delivery was late and product was okay at best.,2026-06-10 17:51:41
603,332,260,3,"Okay quality, expected a bit more.",2026-05-31 09:40:17
604,266,507,5,"Excellent product, totally worth the price!",2025-06-12 00:46:27
605,216,333,3,"Okay quality, expected a bit more.",2026-03-26 07:02:54
606,441,133,4,"Happy with the purchase, works as described.",2025-11-17 18:43:50
607,74,7,4,Solid value for money.,2026-07-04 04:45:27
608,402,590,2,Delivery was late and product was okay at best.,2025-11-29 23:21:49
609,116,443,4,"Nice quality, minor improvements possible.",2025-03-27 19:07:10
610,237,38,4,"Nice quality, minor improvements possible.",2025-12-27 16:30:12
611,263,119,5,"Exceeded my expectations, will buy again.",2025-08-13 13:27:18
612,258,249,5,"Exceeded my expectations, will buy again.",2025-08-13 19:02:27
613,102,96,5,"Excellent product, totally worth the price!",2025-11-15 13:07:30
614,73,208,4,"Happy with the purchase, works as described.",2025-10-07 19:51:27
615,309,394,5,"Amazing quality, highly recommended.",2025-02-06 13:59:08
616,109,273,5,"Excellent product, totally worth the price!",2026-03-14 12:03:05
617,34,86,4,"Nice quality, minor improvements possible.",2026-02-09 13:06:59
618,91,90,3,"Okay quality, expected a bit more.",2025-03-11 10:55:36
619,5,163,5,"Exceeded my expectations, will buy again.",2025-04-20 18:53:49
620,406,468,5,"Excellent product, totally worth the price!",2025-02-24 17:38:02
621,86,544,4,"Happy with the purchase, works as described.",2026-02-25 04:22:54
622,204,309,4,"Nice quality, minor improvements possible.",2025-02-14 20:15:09
623,377,525,2,Delivery was late and product was okay at best.,2025-06-27 21:43:03
624,261,141,2,"Below expectations, had some issues.",2025-10-27 00:58:20
625,146,377,5,"Exceeded my expectations, will buy again.",2026-04-18 23:16:49
626,464,258,3,Decent but nothing extraordinary.,2026-05-25 07:24:45
627,97,413,4,"Nice quality, minor improvements possible.",2025-05-15 11:27:02
628,367,270,5,"Exceeded my expectations, will buy again.",2025-04-29 03:51:16
629,485,326,4,"Good product, does the job well.",2025-10-10 07:13:22
630,464,430,5,"Exceeded my expectations, will buy again.",2026-05-26 07:24:45
631,269,130,4,Solid value for money.,2025-05-25 15:09:29
632,374,391,5,"Excellent product, totally worth the price!",2025-03-11 18:09:52
633,364,387,5,"Exceeded my expectations, will buy again.",2025-12-11 01:47:09
634,366,443,3,Decent but nothing extraordinary.,2025-05-20 19:04:53
635,275,585,5,"Exceeded my expectations, will buy again.",2025-05-30 19:27:46
636,308,591,5,"Exceeded my expectations, will buy again.",2026-05-02 04:13:40
637,260,319,4,"Happy with the purchase, works as described.",2025-12-14 01:41:09
638,358,364,5,"Amazing quality, highly recommended.",2025-08-10 11:28:44
639,247,438,3,"Average product, works fine for daily use.",2025-11-18 16:31:44
640,108,321,5,"Best purchase this year, works flawlessly.",2025-07-30 12:54:57
641,192,191,4,Solid value for money.,2025-06-30 03:47:29
642,109,570,3,"Okay quality, expected a bit more.",2026-03-11 12:03:05
643,202,30,5,"Exceeded my expectations, will buy again.",2026-06-09 05:30:08
644,125,152,3,"Average product, works fine for daily use.",2025-02-25 19:16:03
645,271,118,4,Solid value for money.,2025-11-13 17:12:03
646,281,401,5,"Excellent product, totally worth the price!",2025-10-17 01:46:51
647,307,221,3,"Okay quality, expected a bit more.",2025-12-16 15:15:13
648,468,33,5,"Excellent product, totally worth the price!",2025-02-01 14:00:48
649,8,325,3,"Average product, works fine for daily use.",2026-01-20 06:01:28
650,354,566,2,"Below expectations, had some issues.",2025-07-20 08:33:53
651,153,545,4,"Happy with the purchase, works as described.",2026-05-05 18:07:25
652,70,320,4,"Happy with the purchase, works as described.",2025-01-31 06:35:30
653,404,253,5,"Excellent product, totally worth the price!",2025-07-11 22:58:32
654,156,142,2,"Below expectations, had some issues.",2025-08-07 20:13:48
655,187,160,1,"Item arrived damaged, bad experience.",2026-01-28 11:26:45
656,72,512,5,"Excellent product, totally worth the price!",2025-09-25 08:16:25
657,8,417,2,"Below expectations, had some issues.",2026-01-22 06:01:28
658,116,533,4,"Happy with the purchase, works as described.",2025-06-10 09:41:31
659,95,26,5,"Amazing quality, highly recommended.",2025-09-30 21:25:04
660,381,239,4,"Nice quality, minor improvements possible.",2025-11-05 10:28:51
661,285,213,3,Does the job but packaging could be better.,2025-03-06 15:46:21
662,435,565,3,"Average product, works fine for daily use.",2025-09-02 21:33:20
663,487,397,5,"Amazing quality, highly recommended.",2025-05-12 22:24:46
664,278,498,3,Does the job but packaging could be better.,2025-05-29 13:59:38
665,242,307,3,Does the job but packaging could be better.,2025-03-17 11:15:01
666,408,9,4,Solid value for money.,2026-04-13 03:21:11
667,88,586,3,Decent but nothing extraordinary.,2026-04-17 07:06:03
668,231,308,4,"Good product, does the job well.",2026-02-04 04:12:53
669,369,122,4,Solid value for money.,2025-09-16 15:58:31
670,55,594,3,Decent but nothing extraordinary.,2025-08-04 11:00:33
671,302,511,5,"Excellent product, totally worth the price!",2026-03-04 01:50:09
672,33,255,5,"Excellent product, totally worth the price!",2025-06-03 05:07:13
673,197,230,5,"Amazing quality, highly recommended.",2025-12-04 21:06:36
674,446,208,3,"Average product, works fine for daily use.",2025-09-21 14:17:32
675,390,431,4,"Happy with the purchase, works as described.",2025-07-24 18:51:50
676,203,109,4,Solid value for money.,2025-04-16 19:56:56
677,406,498,4,Solid value for money.,2025-11-12 18:55:05
678,76,283,3,Does the job but packaging could be better.,2026-07-11 17:31:55
679,411,65,3,Does the job but packaging could be better.,2025-04-11 02:25:56
680,123,415,4,"Good product, does the job well.",2026-03-15 07:39:15
681,256,485,4,Solid value for money.,2025-10-14 00:22:41
682,376,518,4,"Good product, does the job well.",2025-10-21 01:57:13
683,72,313,4,"Happy with the purchase, works as described.",2025-08-02 04:43:08
684,159,123,5,"Exceeded my expectations, will buy again.",2025-07-14 05:26:28
685,356,593,5,"Best purchase this year, works flawlessly.",2026-04-27 20:22:46
686,1,294,4,"Nice quality, minor improvements possible.",2025-02-01 15:24:31
687,358,373,4,"Good product, does the job well.",2025-08-11 11:28:44
688,374,267,4,Solid value for money.,2025-03-17 18:09:52
689,463,245,5,"Excellent product, totally worth the price!",2026-02-07 06:58:27
690,299,299,4,"Happy with the purchase, works as described.",2025-05-16 11:54:14
691,383,183,4,"Nice quality, minor improvements possible.",2025-09-20 03:53:54
692,277,162,5,"Best purchase this year, works flawlessly.",2026-04-30 20:59:16
693,209,25,5,"Exceeded my expectations, will buy again.",2026-02-25 01:15:35
694,141,580,2,"Below expectations, had some issues.",2025-04-22 10:21:31
695,390,394,3,"Okay quality, expected a bit more.",2025-07-28 18:51:50
696,318,88,3,Decent but nothing extraordinary.,2025-04-01 07:25:55
697,257,308,3,"Okay quality, expected a bit more.",2025-10-04 13:31:40
698,170,152,3,Does the job but packaging could be better.,2026-07-16 08:46:29
699,373,403,1,"Item arrived damaged, bad experience.",2025-10-02 22:29:15
700,292,22,5,"Amazing quality, highly recommended.",2025-06-05 03:01:24
701,299,352,5,"Amazing quality, highly recommended.",2025-05-10 11:54:14
702,430,523,4,"Happy with the purchase, works as described.",2025-10-18 22:54:17
703,169,557,2,"Below expectations, had some issues.",2025-09-16 03:01:38
704,466,281,3,Decent but nothing extraordinary.,2025-08-17 05:48:18
705,358,259,5,"Excellent product, totally worth the price!",2025-11-11 07:30:49
706,443,145,4,"Happy with the purchase, works as described.",2026-04-30 21:57:19
707,169,142,3,Decent but nothing extraordinary.,2025-09-23 03:01:38
708,365,349,5,"Amazing quality, highly recommended.",2026-06-23 02:45:39
709,327,509,1,Very disappointed with this product.,2025-06-27 19:09:23
710,245,86,4,"Happy with the purchase, works as described.",2025-04-23 14:56:46
711,242,156,4,"Happy with the purchase, works as described.",2025-03-26 11:15:01
712,122,426,5,"Amazing quality, highly recommended.",2025-09-25 01:08:52
713,36,404,4,"Happy with the purchase, works as described.",2025-05-03 19:31:38
714,307,43,4,Solid value for money.,2026-03-29 07:18:42
715,376,596,5,"Amazing quality, highly recommended.",2026-07-24 16:39:52
716,474,394,5,"Best purchase this year, works flawlessly.",2025-11-20 12:48:12
717,340,327,4,"Nice quality, minor improvements possible.",2025-04-16 23:01:33
718,167,146,5,"Amazing quality, highly recommended.",2026-01-17 02:34:30
719,270,480,5,"Best purchase this year, works flawlessly.",2026-07-19 03:35:03
720,32,359,5,"Excellent product, totally worth the price!",2026-04-28 17:26:03
721,36,154,4,Solid value for money.,2025-05-13 19:31:38
722,232,420,5,"Excellent product, totally worth the price!",2025-09-14 16:45:52
723,495,551,1,"Item arrived damaged, bad experience.",2025-11-08 23:04:55
724,285,132,3,"Average product, works fine for daily use.",2025-09-29 02:54:13
725,416,268,4,"Good product, does the job well.",2025-12-21 05:09:02
726,332,45,5,"Best purchase this year, works flawlessly.",2026-06-01 09:40:17
727,139,261,5,"Best purchase this year, works flawlessly.",2026-01-05 13:51:25
728,166,147,3,"Okay quality, expected a bit more.",2025-09-30 10:43:47
729,282,406,5,"Exceeded my expectations, will buy again.",2026-05-26 11:21:56
730,492,195,5,"Amazing quality, highly recommended.",2025-09-27 16:40:42
731,298,378,5,"Amazing quality, highly recommended.",2025-05-23 21:22:02
732,247,373,5,"Amazing quality, highly recommended.",2025-09-03 13:13:38
733,96,191,5,"Amazing quality, highly recommended.",2025-09-15 21:23:29
734,364,535,4,"Good product, does the job well.",2025-12-11 01:47:09
735,396,350,4,"Happy with the purchase, works as described.",2025-10-27 00:22:23
736,421,254,4,"Nice quality, minor improvements possible.",2025-09-30 17:23:02
737,249,386,4,"Nice quality, minor improvements possible.",2025-01-18 10:06:57
738,380,131,3,"Okay quality, expected a bit more.",2025-04-19 04:22:36
739,6,44,5,"Amazing quality, highly recommended.",2025-02-26 11:21:47
740,6,476,4,"Nice quality, minor improvements possible.",2025-04-19 01:50:26
741,242,155,5,"Amazing quality, highly recommended.",2025-03-12 11:15:01
742,292,318,4,Solid value for money.,2025-06-04 03:01:24
743,379,301,4,"Nice quality, minor improvements possible.",2025-10-15 13:24:56
744,344,131,5,"Best purchase this year, works flawlessly.",2025-11-13 12:35:48
745,167,276,2,"Below expectations, had some issues.",2026-06-12 13:56:53
746,32,101,2,"Not very satisfied, quality could be better.",2025-07-23 18:30:54
747,257,481,5,"Exceeded my expectations, will buy again.",2025-11-17 21:04:11
748,464,297,5,"Excellent product, totally worth the price!",2026-01-29 00:16:11
749,366,21,3,Decent but nothing extraordinary.,2025-11-28 01:03:35
750,311,302,2,"Below expectations, had some issues.",2025-10-04 04:35:15
751,184,179,5,"Amazing quality, highly recommended.",2025-10-14 22:44:18
752,190,215,5,"Best purchase this year, works flawlessly.",2025-03-15 00:44:06
753,311,212,3,"Okay quality, expected a bit more.",2025-07-19 22:43:38
754,380,390,5,"Exceeded my expectations, will buy again.",2025-04-20 04:22:36
755,252,374,1,Very disappointed with this product.,2026-03-17 20:51:58
756,74,331,5,"Excellent product, totally worth the price!",2025-02-09 11:55:54
757,474,411,4,"Good product, does the job well.",2025-04-26 06:53:52
758,393,346,5,"Exceeded my expectations, will buy again.",2025-07-28 18:03:54
759,110,259,2,"Not very satisfied, quality could be better.",2025-07-03 06:30:47
760,414,475,3,"Okay quality, expected a bit more.",2026-03-29 18:09:02
761,204,236,4,"Good product, does the job well.",2025-03-01 20:15:09
762,85,111,5,"Amazing quality, highly recommended.",2026-02-10 21:50:37
763,326,369,3,Does the job but packaging could be better.,2026-01-25 03:36:48
764,210,109,4,"Happy with the purchase, works as described.",2025-07-05 03:12:09
765,249,45,4,"Nice quality, minor improvements possible.",2025-01-29 10:06:57
766,64,283,3,Does the job but packaging could be better.,2025-06-27 20:58:10
767,405,213,3,Decent but nothing extraordinary.,2026-07-12 12:01:58
768,109,221,4,"Good product, does the job well.",2026-02-22 17:55:48
769,76,29,3,Does the job but packaging could be better.,2025-11-23 10:30:15
770,282,335,4,"Good product, does the job well.",2026-05-21 11:21:56
771,10,474,4,Solid value for money.,2026-06-23 11:20:03
772,159,517,1,"Poor quality, would not recommend.",2025-10-08 09:28:54
773,129,337,5,"Amazing quality, highly recommended.",2026-05-07 02:03:13
774,155,292,3,Decent but nothing extraordinary.,2025-03-31 02:51:21
775,47,233,5,"Best purchase this year, works flawlessly.",2025-08-08 08:10:32
776,243,415,4,Solid value for money.,2026-02-19 20:52:45
777,10,274,4,"Nice quality, minor improvements possible.",2026-06-07 11:20:03
778,412,484,4,"Happy with the purchase, works as described.",2026-03-09 09:56:27
779,402,185,3,Decent but nothing extraordinary.,2025-11-14 23:21:49
780,356,586,4,"Good product, does the job well.",2026-04-20 12:03:56
781,375,591,1,"Poor quality, would not recommend.",2026-03-20 23:51:43
782,388,423,3,"Okay quality, expected a bit more.",2025-05-29 03:47:41
783,24,234,4,"Nice quality, minor improvements possible.",2026-04-12 14:37:05
784,460,545,3,"Okay quality, expected a bit more.",2025-05-30 14:57:45
785,233,95,4,"Good product, does the job well.",2025-05-16 19:57:02
786,110,121,2,Delivery was late and product was okay at best.,2026-05-20 14:06:20
787,103,266,5,"Excellent product, totally worth the price!",2025-06-10 22:19:22
788,91,291,5,"Amazing quality, highly recommended.",2026-03-15 13:50:00
789,402,403,3,"Average product, works fine for daily use.",2026-01-12 21:57:12
